ID,Region,Gender,Degree,Marital,Religion,Happy,Income,Politics,GunLaw,OwnGun,SpendMilitary,SpendEduc,SpendEnv,SpendCity,Pres16,Age
1720,E. Nor. Central,Female,High School,Married,Buddhism,Very Happy,Above Average,Slightly Liberal,Legal,Disagree,Too Little,Too Little,Too Little,Too Little,Obama,40
1721,E. Nor. Central,Female,High School,Widowed,None,NA,Average,Moderate,NA,NA,Too Much,About Right,Too Little,About Right,Obama,78
1722,E. Nor. Central,Male,High School,Divorced,Catholic,NA,Average,Moderate,Legal,Agree,NA,NA,Too Much,Too Little,NA,62
1723,E. Nor. Central,Male,Junior College,Married,None,Very Happy,Far Above Average,Extremely Liberal,Legal,Agree,About Right,Too Little,Too Little,Too Little,Obama,55
1724,E. Nor. Central,Male,Junior College,Never Married,None,NA,Below Average,Liberal,NA,Strongly Disagree,NA,NA,Too Little,Too Little,Obama,27
1725,E. Nor. Central,Female,High School,Married,Protestant,Very Happy,Far Below Average,Moderate,Legal,Strongly Disagree,NA,NA,Too Little,Too Little,Obama,25
1726,E. Nor. Central,Male,Bachelor,Divorced,Orthodox-Christian,NA,Above Average,Slghtly Conservative,NA,Disagree,Too Much,Too Much,About Right,About Right,Obama,52
1727,E. Nor. Central,Male,High School,Divorced,Protestant,NA,Average,Moderate,Legal,NA,Too Much,Too Little,Too Little,Too Little,Obama,54
1728,E. Nor. Central,Female,High School,Divorced,None,NA,Average,Moderate,NA,NA,NA,NA,About Right,About Right,Romney,76
1729,E. Nor. Central,Male,High School,Never Married,Protestant,NA,Average,Moderate,Legal,Disagree,Too Much,About Right,About Right,About Right,NA,52
1730,E. Nor. Central,Male,Bachelor,Never Married,None,NA,Below Average,Moderate,Legal,Agree,Too Much,Too Little,Too Little,About Right,NA,41
1731,E. Nor. Central,Female,Bachelor,Never Married,Protestant,NA,Below Average,Slghtly Conservative,Not Legal,Agree,Too Much,Too Little,Too Little,Too Little,Romney,50
1732,E. Nor. Central,Female,Graduate,Married,Protestant,Very Happy,Average,Slghtly Conservative,Legal,Disagree,NA,NA,Too Little,About Right,Romney,43
1733,E. Nor. Central,Male,High School,Married,Protestant,Very Happy,Average,Moderate,Not Legal,Disagree,Too Much,Too Little,Too Little,About Right,Obama,69
1734,E. Nor. Central,Female,High School,Married,Protestant,Very Happy,Average,Slghtly Conservative,NA,NA,NA,NA,About Right,About Right,Obama,51
1735,E. Nor. Central,Male,High School,Married,Protestant,Very Happy,Average,Moderate,Not Legal,NA,Too Much,About Right,Too Little,Too Little,Romney,74
1736,E. Nor. Central,Female,High School,Married,Protestant,Pretty Happy,Far Below Average,Extrmly Conservative,NA,NA,NA,NA,About Right,About Right,Romney,48
1737,E. Nor. Central,Female,High School,Married,None,Pretty Happy,Average,Liberal,Legal,Agree,NA,NA,Too Little,Too Little,Obama,63
1738,E. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Above Average,Extrmly Conservative,NA,Agree,NA,NA,About Right,Too Little,Romney,59
1739,E. Nor. Central,Male,Bachelor,Never Married,Protestant,NA,Average,Slightly Liberal,Legal,Disagree,Too Much,About Right,Too Little,Too Little,NA,24
1740,E. Nor. Central,Male,High School,Divorced,None,NA,Below Average,Slghtly Conservative,Not Legal,NA,NA,NA,Too Much,About Right,NA,65
1741,E. Nor. Central,Female,High School,Never Married,Protestant,NA,Average,Slghtly Conservative,Legal,NA,About Right,Too Little,NA,NA,Obama,63
1742,E. Nor. Central,Female,Bachelor,Divorced,Protestant,NA,Average,Moderate,Not Legal,Agree,About Right,About Right,About Right,About Right,NA,39
1743,E. Sou. Central,Female,Lt High School,Widowed,Protestant,NA,Far Below Average,NA,NA,NA,NA,Too Little,NA,Too Little,Obama,66
1744,E. Nor. Central,Male,Graduate,Married,None,Very Happy,Average,Slightly Liberal,Legal,Agree,NA,NA,Too Little,Too Little,Obama,38
1745,E. Sou. Central,Female,Bachelor,Widowed,Protestant,NA,Far Below Average,Moderate,Legal,Agree,NA,NA,About Right,Too Little,Obama,63
1746,E. Nor. Central,Female,High School,Divorced,Protestant,NA,Below Average,Moderate,NA,NA,Too Much,Too Much,About Right,About Right,Obama,89 OR OLDER
1747,E. Nor. Central,Male,Lt High School,Never Married,Protestant,NA,Below Average,Extrmly Conservative,Legal,Agree,Too Little,Too Little,Too Little,Too Little,Obama,63
1748,E. Nor. Central,Male,High School,Widowed,Protestant,NA,Below Average,Slghtly Conservative,NA,Agree,NA,NA,Too Little,Too Little,Obama,58
1749,E. Nor. Central,Male,High School,Never Married,None,NA,Below Average,Moderate,Legal,Strongly Disagree,NA,NA,Too Little,About Right,NA,25
1750,E. Nor. Central,Male,High School,Married,Protestant,Very Happy,Average,Extrmly Conservative,Not Legal,Disagree,Too Much,Too Little,Too Much,About Right,Romney,51
1751,E. Nor. Central,Female,High School,Divorced,Protestant,NA,Below Average,Slghtly Conservative,NA,Strongly Disagree,Too Much,About Right,About Right,About Right,Obama,69
1752,E. Nor. Central,Female,Graduate,Married,Protestant,Very Happy,Average,Slghtly Conservative,Legal,Disagree,NA,NA,About Right,About Right,Obama,45
1753,E. Nor. Central,Female,Bachelor,Married,Catholic,Very Happy,Average,Conservative,Not Legal,NA,NA,NA,Too Little,About Right,Romney,58
1754,W. Nor. Central,Female,High School,Widowed,Protestant,NA,Below Average,Slightly Liberal,NA,Disagree,Too Much,Too Little,Too Little,About Right,Obama,73
1755,E. Nor. Central,Female,High School,Widowed,Catholic,NA,Far Below Average,Slghtly Conservative,Legal,NA,Too Much,Too Little,Too Little,About Right,Other Candidate (Specify),64
1756,E. Nor. Central,Female,Bachelor,Married,None,Very Happy,Above Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,Obama,35
1757,E. Nor. Central,Male,High School,Married,Protestant,Very Happy,Below Average,Moderate,NA,NA,Too Much,Too Little,Too Little,Too Much,Obama,68
1758,E. Nor. Central,Female,Bachelor,Never Married,Protestant,NA,Average,Moderate,Legal,Strongly Disagree,Too Much,Too Little,Too Little,Too Little,NA,61
1759,E. Nor. Central,Female,Graduate,Never Married,Catholic,NA,Average,Moderate,NA,NA,NA,NA,About Right,Too Little,NA,86
1760,E. Nor. Central,Male,High School,Married,Protestant,Very Happy,Average,Extrmly Conservative,Not Legal,Disagree,Too Much,About Right,Too Much,About Right,Romney,54
1761,E. Nor. Central,Female,Bachelor,Married,Protestant,Pretty Happy,Average,Extremely Liberal,Legal,Agree,NA,NA,Too Little,About Right,Obama,47
1762,E. Nor. Central,Female,High School,Married,None,Very Happy,Average,Moderate,Legal,NA,NA,NA,About Right,About Right,Obama,65
1763,E. Nor. Central,Male,Bachelor,Married,None,Pretty Happy,Average,Moderate,NA,Disagree,Too Much,About Right,About Right,About Right,Romney,63
1764,E. Nor. Central,Female,High School,Widowed,Protestant,NA,Average,Extrmly Conservative,Legal,NA,Too Much,About Right,Too Little,About Right,Romney,67
1765,E. Nor. Central,Male,Lt High School,Married,Protestant,Very Happy,Average,Conservative,Legal,Disagree,Too Much,Too Little,Too Little,About Right,Romney,64
1766,E. Nor. Central,Female,High School,Married,None,Pretty Happy,Average,Moderate,NA,Disagree,Too Little,About Right,About Right,About Right,NA,23
1767,E. Nor. Central,Male,High School,Married,None,Very Happy,Average,Moderate,Legal,Agree,About Right,Too Little,Too Much,Too Little,NA,27
1768,E. Nor. Central,Female,High School,Never Married,Catholic,NA,Below Average,Slghtly Conservative,NA,Disagree,NA,NA,Too Little,Too Little,NA,26
1769,E. Nor. Central,Male,High School,Married,Catholic,Very Happy,Average,NA,Legal,Strongly Agree,Too Much,Too Much,Too Little,Too Much,Romney,41
1770,E. Nor. Central,Male,High School,Never Married,None,NA,Above Average,Moderate,Legal,Disagree,NA,NA,About Right,Too Little,NA,20
1771,E. Nor. Central,Male,High School,Divorced,None,NA,Below Average,Moderate,Legal,Disagree,About Right,Too Little,Too Much,About Right,Obama,54
1772,E. Nor. Central,Female,Bachelor,Widowed,None,NA,Below Average,Extremely Liberal,NA,NA,NA,NA,Too Little,About Right,Obama,86
1773,E. Nor. Central,Female,High School,Divorced,Protestant,NA,Below Average,Slghtly Conservative,Not Legal,NA,NA,NA,About Right,About Right,NA,68
1774,E. Nor. Central,Female,Lt High School,Divorced,None,NA,Far Above Average,Liberal,NA,NA,Too Much,Too Little,Too Much,About Right,Romney,54
1775,Foreign,Male,Lt High School,Married,None,Pretty Happy,Average,Liberal,Not Legal,Disagree,NA,NA,About Right,Too Little,Obama,51
1776,E. Nor. Central,Male,High School,Married,None,Very Happy,Below Average,Extremely Liberal,Legal,NA,About Right,Too Little,Too Little,Too Little,Obama,61
1777,E. Nor. Central,Male,High School,Widowed,Protestant,NA,Average,Conservative,Not Legal,NA,NA,NA,Too Much,About Right,Romney,89 OR OLDER
1778,E. Nor. Central,Female,High School,Married,Protestant,Very Happy,Average,Conservative,Not Legal,Disagree,NA,NA,Too Little,Too Little,NA,54
1779,E. Nor. Central,Male,Graduate,Never Married,Protestant,NA,Average,Slghtly Conservative,Legal,NA,About Right,Too Little,Too Little,About Right,Obama,72
1780,E. Nor. Central,Female,High School,Never Married,None,NA,Average,Conservative,Legal,NA,NA,NA,Too Little,Too Little,NA,19
1781,W. Nor. Central,Male,Bachelor,Married,Protestant,Very Happy,Average,Conservative,Legal,Disagree,NA,NA,About Right,About Right,Romney,59
1782,W. Nor. Central,Female,High School,Never Married,Protestant,NA,Above Average,Slghtly Conservative,Not Legal,Agree,Too Much,Too Little,About Right,Too Little,NA,31
1783,W. Nor. Central,Female,High School,Never Married,None,NA,Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,About Right,NA,23
1784,W. Nor. Central,Female,Junior College,Widowed,Protestant,NA,Average,Extrmly Conservative,Not Legal,Strongly Agree,NA,NA,About Right,Too Little,Romney,55
1785,W. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Below Average,Moderate,NA,Disagree,NA,NA,About Right,Too Little,Obama,34
1786,W. Nor. Central,Female,Junior College,Married,Protestant,Very Happy,Below Average,Moderate,Legal,Disagree,Too Much,Too Little,About Right,About Right,Romney,37
1787,W. Nor. Central,Female,Bachelor,Married,Catholic,Very Happy,Above Average,Moderate,NA,Disagree,Too Much,Too Little,Too Little,Too Little,NA,30
1788,W. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Average,Slghtly Conservative,NA,Disagree,NA,NA,About Right,About Right,NA,33
1789,W. Nor. Central,Male,Bachelor,Divorced,Protestant,NA,Average,Extrmly Conservative,NA,Disagree,Too Much,About Right,About Right,About Right,Romney,48
1790,W. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Below Average,Extrmly Conservative,NA,Disagree,Too Little,Too Little,Too Little,About Right,Romney,60
1791,W. Nor. Central,Female,Graduate,Married,Protestant,Pretty Happy,Above Average,Slightly Liberal,Not Legal,Strongly Disagree,NA,NA,Too Little,About Right,Romney,47
1792,W. Nor. Central,Female,High School,Divorced,Protestant,NA,Average,Moderate,Legal,Disagree,Too Much,NA,NA,About Right,Romney,52
1793,W. Nor. Central,Male,High School,Married,Protestant,Very Happy,Average,Moderate,Legal,NA,About Right,Too Little,Too Little,About Right,Obama,67
1794,W. Nor. Central,Male,High School,Never Married,Jewish,NA,Below Average,Slghtly Conservative,Legal,Strongly Agree,NA,NA,Too Little,Too Little,NA,29
1795,W. Nor. Central,Female,High School,Never Married,Protestant,NA,Average,Slightly Liberal,NA,NA,NA,NA,NA,About Right,NA,31
1796,W. Nor. Central,Male,Bachelor,Married,Protestant,Very Happy,Average,Conservative,Not Legal,Agree,Too Much,Too Little,About Right,Too Little,Romney,36
1797,W. Nor. Central,Female,Junior College,Never Married,Protestant,NA,Average,Liberal,Legal,Agree,About Right,Too Little,Too Little,Too Little,Obama,64
1798,W. Nor. Central,Female,Bachelor,Widowed,Protestant,NA,Average,Moderate,NA,NA,NA,NA,About Right,About Right,NA,89 OR OLDER
1799,W. Nor. Central,Female,Bachelor,Married,Protestant,Pretty Happy,Average,Moderate,Legal,Disagree,NA,NA,Too Little,About Right,Obama,63
1800,W. Nor. Central,Male,High School,Never Married,Protestant,NA,Average,Moderate,NA,Agree,NA,NA,Too Little,Too Little,NA,24
1801,W. Nor. Central,Female,Junior College,Divorced,Protestant,NA,Average,Liberal,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,Obama,35
1802,W. Sou. Central,Female,High School,Married,Catholic,Very Happy,Average,Conservative,Not Legal,NA,NA,NA,About Right,NA,Romney,82
1803,W. Nor. Central,Male,Bachelor,Married,Protestant,Pretty Happy,Below Average,Slghtly Conservative,NA,Disagree,Too Much,Too Little,About Right,Too Little,Obama,66
1804,W. Nor. Central,Female,Bachelor,Married,Catholic,Pretty Happy,Average,Conservative,Not Legal,Disagree,NA,NA,About Right,About Right,Obama,47
1805,South Atlantic,Male,Bachelor,Married,Protestant,Very Happy,Far Below Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,Obama,53
1806,W. Nor. Central,Female,Graduate,Married,Protestant,Very Happy,Below Average,Slghtly Conservative,Legal,Disagree,Too Much,Too Little,About Right,Too Little,Romney,70
1807,W. Nor. Central,Female,Bachelor,Married,Catholic,Pretty Happy,Average,Slightly Liberal,Not Legal,Agree,Too Little,Too Little,Too Little,About Right,Obama,32
1808,W. Nor. Central,Female,High School,Never Married,None,NA,Below Average,Moderate,NA,Disagree,About Right,Too Little,Too Little,Too Little,Obama,26
1809,W. Nor. Central,Female,Bachelor,Married,Catholic,Very Happy,Average,Moderate,Not Legal,Strongly Agree,NA,NA,Too Little,Too Little,Obama,35
1810,W. Nor. Central,Male,Graduate,Married,None,Pretty Happy,Average,Moderate,NA,Disagree,NA,NA,Too Little,Too Little,Obama,59
1811,W. Nor. Central,Male,Lt High School,Married,Catholic,Very Happy,NA,Moderate,NA,Disagree,About Right,About Right,Too Little,About Right,Obama,55
1812,W. Nor. Central,Female,Bachelor,Married,Protestant,Very Happy,Average,Moderate,Legal,NA,NA,NA,About Right,About Right,Obama,41
1813,W. Nor. Central,Male,Bachelor,Widowed,Protestant,NA,Average,Moderate,NA,NA,NA,NA,Too Little,Too Little,NA,85
1814,W. Nor. Central,Female,Bachelor,Divorced,Protestant,NA,Average,Slghtly Conservative,Legal,Agree,NA,NA,Too Little,Too Little,NA,50
1815,W. Nor. Central,Male,High School,Separated,Catholic,NA,Average,Moderate,Legal,NA,NA,NA,About Right,NA,NA,56
1816,W. Nor. Central,Male,High School,Widowed,Catholic,NA,Average,Conservative,NA,NA,NA,NA,About Right,About Right,Romney,77
1817,W. Sou. Central,Male,High School,Divorced,Protestant,NA,Average,Moderate,Legal,Disagree,Too Much,About Right,Too Little,Too Little,Romney,49
1818,W. Nor. Central,Male,High School,Divorced,None,NA,Above Average,Slightly Liberal,Legal,Agree,NA,NA,About Right,About Right,NA,57
1819,W. Nor. Central,Male,High School,Divorced,None,NA,Average,Liberal,NA,NA,About Right,Too Little,Too Little,Too Little,Obama,66
1820,W. Nor. Central,Male,High School,Never Married,Jewish,NA,Average,Slightly Liberal,Legal,Disagree,NA,NA,Too Little,Too Little,NA,56
1821,W. Nor. Central,Male,Junior College,Married,NA,Very Happy,Below Average,Extrmly Conservative,Not Legal,Disagree,Too Much,Too Much,NA,Too Little,NA,55
1822,W. Nor. Central,Male,Bachelor,Divorced,Protestant,NA,Above Average,Extrmly Conservative,NA,Disagree,Too Much,About Right,Too Much,About Right,Romney,45
1823,W. Nor. Central,Male,Junior College,Married,Protestant,Pretty Happy,Below Average,Slghtly Conservative,NA,NA,NA,NA,Too Little,Too Much,Romney,66
1824,W. Nor. Central,Male,High School,Married,Protestant,Pretty Happy,Average,Moderate,Legal,Strongly Disagree,NA,NA,Too Little,NA,NA,60
1825,Pacific,Female,High School,Married,Protestant,Very Happy,Average,Conservative,NA,Disagree,Too Much,Too Little,Too Little,Too Little,NA,58
1826,W. Nor. Central,Female,High School,Married,Protestant,Very Happy,Below Average,Moderate,Legal,NA,NA,NA,NA,Too Little,NA,28
1827,W. Nor. Central,Female,Graduate,Married,Protestant,Pretty Happy,Average,Slghtly Conservative,Legal,Agree,Too Much,Too Much,Too Little,Too Much,Obama,45
1828,W. Nor. Central,Female,Lt High School,Married,Protestant,Very Happy,Average,Slghtly Conservative,NA,NA,NA,NA,NA,About Right,Romney,87
1829,W. Nor. Central,Female,Bachelor,Divorced,Protestant,NA,Average,Conservative,Not Legal,Strongly Agree,Too Much,Too Little,About Right,About Right,Romney,56
1830,W. Nor. Central,Male,High School,Never Married,None,NA,Below Average,Moderate,Legal,Strongly Disagree,NA,NA,About Right,Too Little,NA,24
1831,W. Nor. Central,Female,High School,Married,Protestant,Pretty Happy,Average,Conservative,NA,NA,Too Much,About Right,Too Much,Too Much,Romney,72
1832,W. Sou. Central,Female,Bachelor,Never Married,Catholic,NA,Below Average,Moderate,NA,Disagree,Too Much,Too Little,About Right,About Right,Obama,49
1833,W. Sou. Central,Female,High School,Never Married,None,NA,Average,NA,Legal,Disagree,NA,NA,NA,About Right,NA,25
1834,W. Sou. Central,Male,Lt High School,Never Married,Protestant,NA,Above Average,Conservative,Legal,NA,Too Much,Too Little,Too Little,Too Much,NA,53
1835,W. Sou. Central,Male,Lt High School,Never Married,Catholic,NA,Average,NA,NA,Disagree,About Right,Too Little,Too Little,About Right,NA,23
1836,W. Sou. Central,Female,High School,Never Married,Catholic,NA,Average,Moderate,Not Legal,Disagree,NA,NA,Too Much,About Right,NA,23
1837,W. Sou. Central,Female,Junior College,Married,Protestant,Very Happy,Average,Moderate,NA,Disagree,Too Much,Too Little,About Right,Too Little,Romney,73
1838,W. Sou. Central,Female,High School,Married,Catholic,Very Happy,Below Average,Conservative,Not Legal,NA,About Right,Too Little,About Right,Too Little,NA,18
1839,W. Sou. Central,Male,Junior College,Divorced,Catholic,NA,Far Below Average,Conservative,Not Legal,NA,Too Much,About Right,About Right,About Right,Romney,58
1840,W. Sou. Central,Male,Bachelor,Divorced,Catholic,NA,Average,Conservative,NA,NA,NA,NA,Too Little,About Right,NA,85
1841,W. Sou. Central,Male,High School,Never Married,Catholic,NA,Average,Slghtly Conservative,Legal,Disagree,NA,NA,Too Little,NA,NA,25
1842,South Atlantic,Female,Bachelor,Divorced,Protestant,NA,Average,Liberal,Legal,Disagree,About Right,Too Little,Too Little,Too Little,Obama,72
1843,W. Sou. Central,Female,High School,Never Married,Catholic,NA,Average,Conservative,NA,NA,NA,NA,About Right,About Right,Romney,70
1844,W. Sou. Central,Female,High School,Divorced,Catholic,NA,Far Below Average,NA,Legal,Disagree,NA,NA,NA,Too Little,Obama,62
1845,W. Sou. Central,Male,Graduate,Widowed,Protestant,NA,Average,Moderate,Legal,NA,NA,NA,About Right,Too Little,Obama,85
1846,W. Sou. Central,Female,Junior College,Never Married,Protestant,NA,Average,Conservative,Legal,Disagree,About Right,Too Little,Too Little,About Right,Obama,39
1847,W. Sou. Central,Male,High School,Widowed,Catholic,NA,Below Average,Liberal,Not Legal,NA,NA,Too Little,Too Little,Too Little,Obama,68
1848,W. Sou. Central,Female,High School,Divorced,Catholic,NA,Below Average,Slghtly Conservative,NA,Strongly Agree,Too Much,NA,NA,About Right,Romney,64
1849,W. Sou. Central,Male,High School,Widowed,Catholic,NA,Above Average,Conservative,NA,NA,NA,NA,Too Little,Too Much,Obama,75
1850,W. Sou. Central,Male,Lt High School,Married,Catholic,Pretty Happy,Below Average,NA,NA,NA,Too Much,NA,Too Little,Too Little,Obama,55
1851,W. Sou. Central,Male,High School,Married,None,Pretty Happy,Average,Moderate,Not Legal,Disagree,NA,NA,About Right,Too Little,NA,35
1852,W. Sou. Central,Female,High School,Never Married,Catholic,NA,Above Average,Conservative,NA,Agree,NA,NA,NA,Too Little,NA,24
1853,W. Sou. Central,Male,High School,Never Married,Protestant,NA,Below Average,Conservative,Legal,Disagree,NA,NA,About Right,About Right,NA,27
1854,W. Sou. Central,Female,High School,Married,Catholic,Very Happy,Below Average,Moderate,NA,NA,NA,NA,About Right,Too Little,NA,28
1855,W. Sou. Central,Male,Graduate,Divorced,Protestant,NA,Average,Slghtly Conservative,Legal,NA,NA,NA,About Right,Too Little,Romney,61
1856,W. Sou. Central,Female,High School,Married,Protestant,Very Happy,Below Average,Slghtly Conservative,NA,NA,NA,NA,Too Little,Too Little,Romney,67
1857,E. Nor. Central,Male,Lt High School,Widowed,None,NA,Below Average,Slghtly Conservative,Not Legal,NA,About Right,Too Little,About Right,About Right,Romney,80
1858,W. Nor. Central,Female,Graduate,Widowed,Protestant,NA,Above Average,Liberal,Not Legal,NA,Too Much,Too Little,About Right,About Right,Obama,86
1859,W. Sou. Central,Female,High School,Married,Catholic,Very Happy,Average,Liberal,NA,Disagree,About Right,Too Little,About Right,Too Little,NA,33
1860,W. Sou. Central,Female,Bachelor,Never Married,Protestant,NA,Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,NA,28
1861,Mountain,Female,High School,Divorced,Protestant,NA,Average,Moderate,NA,Disagree,NA,NA,Too Much,Too Little,NA,30
1862,W. Sou. Central,Female,High School,Never Married,None,NA,Average,Liberal,Legal,NA,Too Little,Too Little,Too Little,Too Little,NA,23
1863,Foreign,Female,Graduate,Married,Catholic,Very Happy,Average,NA,Not Legal,Strongly Agree,NA,NA,About Right,About Right,NA,45
1864,W. Sou. Central,Male,Lt High School,Divorced,None,NA,Average,Conservative,NA,Disagree,Too Much,About Right,About Right,NA,Romney,77
1865,W. Nor. Central,Female,Lt High School,Married,Catholic,Very Happy,Far Below Average,NA,Legal,NA,Too Much,Too Little,Too Little,Too Little,NA,39
1866,W. Sou. Central,Male,High School,Married,Protestant,Very Happy,Average,Conservative,Not Legal,NA,Too Much,Too Little,Too Little,About Right,Obama,81
1867,W. Sou. Central,Female,Lt High School,Separated,None,NA,Below Average,NA,NA,NA,Too Little,Too Little,NA,About Right,Obama,32
1868,W. Sou. Central,Male,Lt High School,Married,Protestant,Very Happy,Below Average,Moderate,Legal,Agree,About Right,About Right,Too Little,Too Little,NA,34
1869,W. Sou. Central,Female,Junior College,Never Married,Protestant,NA,Below Average,Moderate,NA,NA,Too Much,Too Little,About Right,Too Much,Obama,39
1870,W. Sou. Central,Female,High School,Divorced,Catholic,NA,Far Below Average,Moderate,Legal,Strongly Agree,NA,NA,Too Little,About Right,Obama,59
1871,W. Sou. Central,Male,Bachelor,Divorced,Protestant,NA,Far Below Average,Conservative,NA,Strongly Agree,NA,NA,Too Little,Too Little,Obama,49
1872,W. Nor. Central,Male,Bachelor,Married,Protestant,Not Too Happy,Below Average,Slghtly Conservative,NA,NA,Too Much,Too Much,About Right,NA,Romney,84
1873,E. Nor. Central,Female,Lt High School,Never Married,None,NA,Average,Moderate,Legal,Strongly Disagree,NA,NA,Too Little,Too Little,NA,24
1874,W. Sou. Central,Male,High School,Married,Catholic,Very Happy,Below Average,Slghtly Conservative,NA,Agree,Too Little,Too Little,About Right,Too Little,NA,52
1875,E. Sou. Central,Female,High School,Married,Protestant,Not Too Happy,Average,Moderate,Not Legal,NA,Too Little,Too Little,About Right,Too Little,NA,36
1876,Foreign,Female,Lt High School,Married,Protestant,Very Happy,Far Below Average,Extremely Liberal,Not Legal,NA,NA,NA,Too Little,Too Little,NA,30
1877,W. Sou. Central,Female,High School,Never Married,Protestant,NA,Average,Extrmly Conservative,NA,NA,Too Much,Too Little,Too Little,About Right,Obama,67
1878,W. Sou. Central,Male,Lt High School,Never Married,None,NA,Average,Extremely Liberal,Legal,NA,NA,NA,Too Little,About Right,NA,18
1879,W. Sou. Central,Female,High School,Never Married,Protestant,NA,Average,Moderate,Not Legal,Agree,Too Much,Too Little,About Right,Too Little,NA,53
1880,W. Sou. Central,Female,High School,Separated,Protestant,NA,Average,Moderate,NA,NA,Too Much,About Right,About Right,About Right,NA,49
1881,W. Sou. Central,Female,High School,Never Married,None,NA,Average,Moderate,NA,Disagree,Too Much,Too Much,About Right,Too Much,NA,24
1882,W. Sou. Central,Female,Lt High School,Separated,Catholic,NA,Average,Moderate,Not Legal,NA,NA,NA,About Right,Too Little,Obama,72
1883,Foreign,Female,High School,Married,Catholic,Very Happy,NA,Moderate,NA,NA,NA,NA,About Right,About Right,NA,54
1884,W. Sou. Central,Male,High School,Never Married,Catholic,NA,Below Average,Slightly Liberal,NA,Disagree,NA,NA,About Right,Too Little,NA,21
1885,W. Sou. Central,Male,High School,Married,Catholic,Pretty Happy,Average,Slghtly Conservative,Legal,Disagree,NA,NA,About Right,Too Little,NA,34
1886,W. Sou. Central,Female,High School,Divorced,None,NA,Below Average,Moderate,NA,Agree,Too Much,Too Much,About Right,Too Little,NA,60
1887,Mountain,Female,High School,Married,Protestant,Very Happy,Below Average,Conservative,Legal,NA,NA,NA,Too Little,Too Little,NA,25
1888,Foreign,Female,High School,Divorced,None,NA,Average,Conservative,Not Legal,NA,Too Much,Too Little,About Right,Too Little,NA,53
1889,W. Sou. Central,Male,High School,Married,Protestant,Very Happy,Average,Moderate,NA,Disagree,NA,NA,Too Little,Too Little,NA,33
1890,W. Sou. Central,Female,High School,Married,Catholic,Very Happy,Average,Moderate,Legal,Strongly Disagree,About Right,About Right,About Right,Too Little,Obama,30
1891,Pacific,Male,High School,Divorced,Catholic,NA,Average,Slightly Liberal,Legal,Agree,NA,NA,About Right,Too Little,NA,43
1892,W. Sou. Central,Male,Lt High School,Never Married,Catholic,NA,Average,Moderate,Legal,Strongly Disagree,About Right,About Right,About Right,Too Much,NA,27
1893,W. Sou. Central,Male,High School,Never Married,Protestant,NA,Below Average,Moderate,Not Legal,NA,Too Much,Too Little,Too Little,About Right,NA,57
1894,W. Sou. Central,Female,Lt High School,Never Married,Catholic,NA,Below Average,Slghtly Conservative,Legal,NA,NA,NA,About Right,Too Little,NA,43
1895,Foreign,Female,High School,Divorced,Catholic,NA,Average,Slghtly Conservative,NA,Strongly Agree,NA,NA,About Right,About Right,NA,49
1896,W. Sou. Central,Female,Lt High School,Divorced,Protestant,NA,Below Average,Moderate,Legal,Disagree,Too Much,Too Little,Too Little,Too Little,NA,61
1897,W. Sou. Central,Male,High School,Separated,Protestant,NA,Below Average,Slightly Liberal,Legal,Disagree,NA,NA,About Right,Too Little,NA,39
1898,W. Sou. Central,Female,High School,Divorced,Protestant,NA,Average,Extrmly Conservative,Legal,Disagree,About Right,About Right,About Right,Too Little,NA,54
1899,Foreign,Female,Lt High School,Married,Catholic,NA,Average,Slightly Liberal,NA,Agree,Too Little,Too Little,Too Little,About Right,NA,55
1900,W. Sou. Central,Male,High School,Never Married,Protestant,NA,Average,Conservative,Legal,Disagree,Too Much,About Right,About Right,About Right,NA,54
1901,W. Sou. Central,Male,Lt High School,Married,Catholic,Very Happy,Below Average,Moderate,Legal,Disagree,NA,NA,About Right,About Right,NA,49
1902,W. Sou. Central,Female,High School,Divorced,None,NA,Average,Moderate,Not Legal,NA,Too Much,Too Little,About Right,Too Little,NA,77
1903,Foreign,Female,High School,Married,Protestant,Very Happy,Average,Conservative,NA,NA,NA,NA,About Right,About Right,NA,80
1904,Foreign,Male,Lt High School,Married,Catholic,Pretty Happy,Below Average,Moderate,Not Legal,Agree,Too Little,Too Little,Too Little,Too Little,NA,43
1905,Foreign,Female,Lt High School,Widowed,Protestant,NA,Average,Extremely Liberal,NA,Agree,About Right,About Right,About Right,About Right,NA,45
1906,W. Sou. Central,Male,High School,Married,Protestant,Pretty Happy,Average,Moderate,NA,NA,NA,NA,About Right,Too Little,NA,33
1907,W. Sou. Central,Male,High School,Divorced,Protestant,NA,Average,Moderate,Not Legal,Agree,Too Much,About Right,Too Little,Too Little,Romney,51
1908,W. Sou. Central,Female,High School,Never Married,Protestant,NA,Average,Moderate,Legal,Agree,NA,NA,Too Little,Too Little,NA,34
